_id,name,sku,slug,brand,brandSlug,description,category,categoryBreadcrumb,active,featured,defaultImage,colorVariantsCount,measurementsEnabled,measurementsVariants,createdAt,updatedAt
6985fd766560ad38f3f770ce,Ducha con transferencia Nordica,AQU183030,ducha-con-transferencia-nordica,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388855/products/products/ducha-con-transferencia-nordica-0-1770388852696.png,0,0,[],2026-02-06T14:40:54.014Z,2026-02-06T14:40:54.014Z
6985fd736560ad38f3f770cd,Lavatorio de pared Nordica,AQU183015,lavatorio-de-pared-nordica,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388853/products/products/lavatorio-de-pared-nordica-0-1770388850522.png,0,0,[],2026-02-06T14:40:51.796Z,2026-02-06T14:40:51.796Z
6985fd716560ad38f3f770cc,Lavatorio mesada Nordica,AQU183010,lavatorio-mesada-nordica,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388850/products/products/lavatorio-mesada-nordica-0-1770388847984.png,0,0,[],2026-02-06T14:40:49.631Z,2026-02-06T14:40:49.631Z
6985fd6f6560ad38f3f770cb,Grifería de pie Foot Treviso Gold,AQUPY701GOLD,grifera-de-pie-foot-treviso-gold,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388848/products/products/griferia-de-pie-foot-treviso-gold-0-1770388845401.png,0,0,[],2026-02-06T14:40:47.064Z,2026-02-06T14:40:47.064Z
6985fd6c6560ad38f3f770ca,Griferia de pie Foot Treviso Cromo,AQUPY701CROMO,griferia-de-pie-foot-treviso-cromo,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388846/products/products/griferia-de-pie-foot-treviso-cromo-0-1770388843286.png,0,0,[],2026-02-06T14:40:44.500Z,2026-02-06T14:40:44.500Z
6985fd6a6560ad38f3f770c9,Grifería de pie Foot Treviso Black,AQUPY701BLACK,grifera-de-pie-foot-treviso-black,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388844/products/products/griferia-de-pie-foot-treviso-black-0-1770388841106.png,0,0,[],2026-02-06T14:40:42.383Z,2026-02-06T14:40:42.383Z
6985fd686560ad38f3f770c8,Grifería de pie Foot Spot Gold,AQUPY632GOLD,grifera-de-pie-foot-spot-gold,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388841/products/products/griferia-de-pie-foot-spot-gold-0-1770388839118.png,0,0,[],2026-02-06T14:40:40.207Z,2026-02-06T14:40:40.207Z
6985fd666560ad38f3f770c7,Grifería de pie Foot Spot Cromo,AQUPY632CROMO,grifera-de-pie-foot-spot-cromo,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388840/products/products/griferia-de-pie-foot-spot-cromo-0-1770388837158.png,0,0,[],2026-02-06T14:40:38.231Z,2026-02-06T14:40:38.231Z
6985fd646560ad38f3f770c6,Grifería de pie Foot Spot Black,AQUPY632BLACK,grifera-de-pie-foot-spot-black,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388837/products/products/griferia-de-pie-foot-spot-black-0-1770388834964.png,0,0,[],2026-02-06T14:40:36.269Z,2026-02-06T14:40:36.269Z
6985fd626560ad38f3f770c5,Bañera exterior Spot Black,AQU97039,baera-exterior-spot-black,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388835/products/products/banera-exterior-spot-black-0-1770388832924.jpg,0,0,[],2026-02-06T14:40:34.061Z,2026-02-06T14:40:34.061Z
6985fd606560ad38f3f770c4,Bidet Spot Black,AQU97021,bidet-spot-black,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da6,Bidet,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388833/products/products/bidet-spot-black-0-1770388830537.jpg,0,0,[],2026-02-06T14:40:32.002Z,2026-02-06T14:40:32.002Z
6985fd5d6560ad38f3f770c3,Lavatorio bajo Spot Black,AQU97016,lavatorio-bajo-spot-black,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388831/products/products/lavatorio-bajo-spot-black-0-1770388828440.jpg,0,0,[],2026-02-06T14:40:29.636Z,2026-02-06T14:40:29.636Z
6985fd5b6560ad38f3f770c2,Ducha exterior Varenna,AQU94053,ducha-exterior-varenna,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388829/products/products/ducha-exterior-varenna-0-1770388826507.jpg,0,0,[],2026-02-06T14:40:27.547Z,2026-02-06T14:40:27.547Z
6985fd596560ad38f3f770c1,Lavatorio de pared Brick Lever,AQU71015,lavatorio-de-pared-brick-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388827/products/products/lavatorio-de-pared-brick-lever-0-1770388824206.png,0,0,[],2026-02-06T14:40:25.606Z,2026-02-06T14:40:25.606Z
6985fd576560ad38f3f770c0,Ducha sin transferencia Brick Lever,AQU71035,ducha-sin-transferencia-brick-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388825/products/products/ducha-sin-transferencia-brick-lever-0-1770388822092.png,0,0,[],2026-02-06T14:40:23.315Z,2026-02-06T14:40:23.315Z
6985fd556560ad38f3f770bf,Ducha con transferencia Brick Lever,AQU71030,ducha-con-transferencia-brick-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388822/products/products/ducha-con-transferencia-brick-lever-0-1770388820087.png,0,0,[],2026-02-06T14:40:21.192Z,2026-02-06T14:40:21.192Z
6985fd536560ad38f3f770be,Bidet Brick Lever,AQU71020,bidet-brick-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da6,Bidet,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388821/products/products/bidet-brick-lever-0-1770388817860.jpg,0,0,[],2026-02-06T14:40:19.183Z,2026-02-06T14:40:19.183Z
6985fd506560ad38f3f770bd,Lavatorio mesada Brick Lever,AQU71010,lavatorio-mesada-brick-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388818/products/products/lavatorio-mesada-brick-lever-0-1770388815444.jpg,0,0,[],2026-02-06T14:40:16.949Z,2026-02-06T14:40:16.949Z
6985fd4e6560ad38f3f770bc,Ducha embutida con transferencia Sole,AQU23043,ducha-embutida-con-transferencia-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388816/products/products/ducha-embutida-con-transferencia-sole-0-1770388813624.jpg,0,0,[],2026-02-06T14:40:14.541Z,2026-02-06T14:40:14.541Z
6985fd4c6560ad38f3f770bb,Ducha embutida Sole,AQU23041,ducha-embutida-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388814/products/products/ducha-embutida-sole-0-1770388811709.jpg,0,0,[],2026-02-06T14:40:12.726Z,2026-02-06T14:40:12.726Z
6985fd4a6560ad38f3f770ba,Ducha exterior con duchador Sole,AQU23039,ducha-exterior-con-duchador-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388812/products/products/ducha-exterior-con-duchador-sole-0-1770388809726.jpg,0,0,[],2026-02-06T14:40:10.807Z,2026-02-06T14:40:10.807Z
6985fd486560ad38f3f770b9,Bidet con transferencia Sole,AQU23021,bidet-con-transferencia-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da6,Bidet,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388810/products/products/bidet-con-transferencia-sole-0-1770388807429.jpg,0,0,[],2026-02-06T14:40:08.827Z,2026-02-06T14:40:08.827Z
6985fd466560ad38f3f770b8,Lavatorio alto Sole,AQU23017,lavatorio-alto-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388808/products/products/lavatorio-alto-sole-0-1770388805536.jpg,0,0,[],2026-02-06T14:40:06.528Z,2026-02-06T14:40:06.528Z
6985fd446560ad38f3f770b7,Lavatorio bajo Sole,AQU23016,lavatorio-bajo-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388806/products/products/lavatorio-bajo-sole-0-1770388803657.jpg,0,0,[],2026-02-06T14:40:04.635Z,2026-02-06T14:40:04.635Z
6985fd426560ad38f3f770b6,Lavatorio de pared Sole,AQU23015,lavatorio-de-pared-sole,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388803/products/products/lavatorio-de-pared-sole-0-1770388800935.jpg,0,0,[],2026-02-06T14:40:02.732Z,2026-02-06T14:40:02.732Z
6985fd406560ad38f3f770b5,Ducha embutida con transferencia Mare,AQU22043,ducha-embutida-con-transferencia-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388801/products/products/ducha-embutida-con-transferencia-mare-0-1770388799123.jpg,0,0,[],2026-02-06T14:40:00.040Z,2026-02-06T14:40:00.040Z
6985fd3e6560ad38f3f770b4,Ducha embutida Mare,AQU22041,ducha-embutida-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388799/products/products/ducha-embutida-mare-0-1770388797161.jpg,0,0,[],2026-02-06T14:39:58.229Z,2026-02-06T14:39:58.229Z
6985fd3c6560ad38f3f770b3,Ducha exterior con duchador Mare,AQU22039,ducha-exterior-con-duchador-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388797/products/products/ducha-exterior-con-duchador-mare-0-1770388794904.jpg,0,0,[],2026-02-06T14:39:56.259Z,2026-02-06T14:39:56.259Z
6985fd3a6560ad38f3f770b2,Bidet con transferencia Mare,AQU22021,bidet-con-transferencia-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da6,Bidet,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388795/products/products/bidet-con-transferencia-mare-0-1770388792822.jpg,0,0,[],2026-02-06T14:39:54.006Z,2026-02-06T14:39:54.006Z
6985fd376560ad38f3f770b1,Lavatorio alto Mare,AQU22017,lavatorio-alto-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388793/products/products/lavatorio-alto-mare-0-1770388790970.jpg,0,0,[],2026-02-06T14:39:51.923Z,2026-02-06T14:39:51.923Z
6985fd366560ad38f3f770b0,Lavatorio bajo Mare,AQU22016,lavatorio-bajo-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388791/products/products/lavatorio-bajo-mare-0-1770388788153.jpg,0,0,[],2026-02-06T14:39:50.064Z,2026-02-06T14:39:50.064Z
6985fd336560ad38f3f770af,Lavatorio de pared Mare,AQU22015,lavatorio-de-pared-mare,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388789/products/products/lavatorio-de-pared-mare-0-1770388786211.jpg,0,0,[],2026-02-06T14:39:47.258Z,2026-02-06T14:39:47.258Z
6985fd316560ad38f3f770ae,Lavatorio Arezzo,AQU92017,lavatorio-arezzo,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388786/products/products/lavatorio-arezzo-0-1770388783845.jpg,0,0,[],2026-02-06T14:39:45.306Z,2026-02-06T14:39:45.306Z
6985fd2e6560ad38f3f770ad,Ducha exterior Status,AQU45050,ducha-exterior-status,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388784/products/products/ducha-exterior-status-0-1770388781839.jpg,0,0,[],2026-02-06T14:39:42.952Z,2026-02-06T14:39:42.952Z
6985fd2c6560ad38f3f770ac,Ducha exterior Lamy Lever,AQU68050,ducha-exterior-lamy-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388782/products/products/ducha-exterior-lamy-lever-0-1770388779647.jpg,0,0,[],2026-02-06T14:39:40.934Z,2026-02-06T14:39:40.934Z
6985fd2a6560ad38f3f770ab,Ducha exterior Lamy Cromo,AQU49050,ducha-exterior-lamy-cromo,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388780/products/products/ducha-exterior-lamy-cromo-0-1770388777721.jpg,0,0,[],2026-02-06T14:39:38.746Z,2026-02-06T14:39:38.746Z
6985fd286560ad38f3f770aa,Ducha Lamy Black Lever,AQU61035,ducha-lamy-black-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388778/products/products/ducha-lamy-black-lever-0-1770388775685.jpg,0,0,[],2026-02-06T14:39:36.822Z,2026-02-06T14:39:36.822Z
6985fd266560ad38f3f770a9,Ducha con transferencia Lamy Black Lever,AQU61030,ducha-con-transferencia-lamy-black-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388776/products/products/ducha-con-transferencia-lamy-black-lever-0-1770388773713.jpg,0,0,[],2026-02-06T14:39:34.794Z,2026-02-06T14:39:34.794Z
6985fd246560ad38f3f770a8,Bidet Lamy Black Lever,AQU61020,bidet-lamy-black-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da6,Bidet,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388774/products/products/bidet-lamy-black-lever-0-1770388771509.jpg,0,0,[],2026-02-06T14:39:32.814Z,2026-02-06T14:39:32.814Z
6985fd226560ad38f3f770a7,Lavatorio pared Lamy Black Lever,AQU61015,lavatorio-pared-lamy-black-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388772/products/products/lavatorio-pared-lamy-black-lever-0-1770388769412.jpg,0,0,[],2026-02-06T14:39:30.608Z,2026-02-06T14:39:30.608Z
6985fd206560ad38f3f770a6,Lavatorio mesada Lamy Black Lever,AQU61010,lavatorio-mesada-lamy-black-lever,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388770/products/products/lavatorio-mesada-lamy-black-lever-0-1770388767327.jpg,0,0,[],2026-02-06T14:39:28.511Z,2026-02-06T14:39:28.511Z
6985fd1e6560ad38f3f770a5,Ducha exterior Lamy Black,AQU48050,ducha-exterior-lamy-black,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388767/products/products/ducha-exterior-lamy-black-0-1770388764646.jpg,0,0,[],2026-02-06T14:39:26.424Z,2026-02-06T14:39:26.424Z
6985fd1b6560ad38f3f770a4,Ducha embutida sin transferencia Ecco,AQU36041,ducha-embutida-sin-transferencia-ecco,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388765/products/products/ducha-embutida-sin-transferencia-ecco-0-1770388762692.jpg,0,0,[],2026-02-06T14:39:23.747Z,2026-02-06T14:39:23.747Z
6985fd196560ad38f3f770a3,Bañera embutida con trasferencia Ecco,AQU36043,baera-embutida-con-trasferencia-ecco,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388763/products/products/banera-embutida-con-trasferencia-ecco-0-1770388760844.jpg,0,0,[],2026-02-06T14:39:21.797Z,2026-02-06T14:39:21.797Z
6985fd176560ad38f3f770a2,Lavatorio alto Unic Black Deca,AQU18012,lavatorio-alto-unic-black-deca,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388761/products/products/lavatorio-alto-unic-black-deca-0-1770388758756.jpg,0,0,[],2026-02-06T14:39:19.944Z,2026-02-06T14:39:19.944Z
6985fd156560ad38f3f770a1,Bañera ST exterior Aruma Lever Plus,AQU14040,baera-st-exterior-aruma-lever-plus,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388759/products/products/banera-st-exterior-aruma-lever-plus-0-1770388756670.jpg,0,0,[],2026-02-06T14:39:17.869Z,2026-02-06T14:39:17.869Z
6985fd136560ad38f3f770a0,Bañera LX exterior Aruma Lever Plus,AQU14038,baera-lx-exterior-aruma-lever-plus,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388757/products/products/banera-lx-exterior-aruma-lever-plus-0-1770388754724.jpg,0,0,[],2026-02-06T14:39:15.781Z,2026-02-06T14:39:15.781Z
6985fd116560ad38f3f7709f,Bañera ST exterior Aruma Cruz Plus,AQU15040,baera-st-exterior-aruma-cruz-plus,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388755/products/products/banera-st-exterior-aruma-cruz-plus-0-1770388752377.jpg,0,0,[],2026-02-06T14:39:13.823Z,2026-02-06T14:39:13.823Z
6985fd0f6560ad38f3f7709e,Bañera LX exterior Aruma Cruz Plus,AQU15038,baera-lx-exterior-aruma-cruz-plus,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388753/products/products/banera-lx-exterior-aruma-cruz-plus-0-1770388750302.jpg,0,0,[],2026-02-06T14:39:11.469Z,2026-02-06T14:39:11.469Z
6985fd0d6560ad38f3f7709d,Ducha embutida con transferencia Treviso,AQU63043,ducha-embutida-con-transferencia-treviso,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388751/products/products/ducha-embutida-con-transferencia-treviso-0-1770388748511.jpg,0,0,[],2026-02-06T14:39:09.414Z,2026-02-06T14:39:09.414Z
6985fd0b6560ad38f3f7709c,Ducha embutida Treviso,AQU63041,ducha-embutida-treviso,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388749/products/products/ducha-embutida-treviso-0-1770388746647.jpg,0,0,[],2026-02-06T14:39:07.612Z,2026-02-06T14:39:07.612Z
6985fd096560ad38f3f7709b,Bidet con transferencia Treviso,AQU63021,bidet-con-transferencia-treviso,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da6,Bidet,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388747/products/products/bidet-con-transferencia-treviso-0-1770388744589.jpg,0,0,[],2026-02-06T14:39:05.743Z,2026-02-06T14:39:05.743Z
6985fd076560ad38f3f7709a,Lavatorio de pared Treviso,AQU63015,lavatorio-de-pared-treviso,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388745/products/products/lavatorio-de-pared-treviso-0-1770388742558.jpg,0,0,[],2026-02-06T14:39:03.687Z,2026-02-06T14:39:03.687Z
6985fd056560ad38f3f77099,Lavatorio bajo Treviso,AQU63016,lavatorio-bajo-treviso,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388743/products/products/lavatorio-bajo-treviso-0-1770388740631.jpg,0,0,[],2026-02-06T14:39:01.625Z,2026-02-06T14:39:01.625Z
6985fd036560ad38f3f77098,Lavatorio alto Treviso,AQU63017,lavatorio-alto-treviso,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da5,Lavatorio,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388741/products/products/lavatorio-alto-treviso-0-1770388738748.jpg,0,0,[],2026-02-06T14:38:59.729Z,2026-02-06T14:38:59.729Z
6985fd016560ad38f3f77097,Ducha exterior de 3 vías Aluminé,AQU56053,ducha-exterior-de-3-vas-alumin,Aqualaf,aqualaf,,68cda5f4ff392fb2b5d73da7,Ducha,1,0,https://res.cloudinary.com/dat59fgzq/image/upload/v1770388739/products/products/ducha-exterior-de-3-vias-alumine-0-1770388736876.jpg,0,0,[],2026-02-06T14:38:57.844Z,2026-02-06T14:38:57.844Z
